text,label
wow Coffee break? More like a 'getting to know you better' break,1
"So busy! Lucky for me, all roads led to meeting you",1
This place is nice,0
What's new? My sudden inability to think straight around you,1
Perfect water... perfect company... perfect moment,1
Great story! You could read the phone book and I'd be fascinated,1
"hmm Honestly, Cheers! I guess",0
That's funny maybe,0
"alright Oh, Miss you noted",0
Nice tan! Did you get that from being this hot?,1
honestly Nice outfit! Did you dress up just to make everyone else here look underdressed?,1
honestly Can I get to know you better?... and I mean that sincerely,1
Good morning gorgeous... wish I was saying this in person,1
hmm What do you think?,0
honestly Nice meeting you... now let's make plans to meet again,1
okay You complete me noted,0
I feel lucky alright,0
okay What's your story? I want to be in the next chapter tonight,1
Love this song... it's perfect for making out to,1
You're confident,0
Great choice... spoiler alert: I like you,1
honestly Get you anything? How about my number to start?,1
"Honestly, How are you?",0
so Talk soon I guess,0
Sets left? Just one more - the set of digits I need from you,1
"okay Hey, What are you up to?",0
How? I'd be happy to show you... any excuse to spend time together,1
You tell me - are you on the menu?,1
"So, Thinking of you",0
wow I really hope I see you around... preferably on purpose next time haha,1
"alright Honestly, Haven't seen you in a while noted",0
"okay Actually, Good music today",0
well Where are you from? My dreams? Because that's where I've seen you tonight,1
"Oh, Can I get you anything? maybe",0
honestly Nice moves... want to show me some more somewhere private? haha,1
How's your day? I guess,0
Too loud... let's go somewhere we can make our own noise haha,1
Where is it?,0
Thinking of you... and what I'd do if you were here you know,1
What are you up to? Hopefully nothing that would prevent a conversation you know,1
hmm I suppose,0
Quiet in here... good thing hearts beating fast don't make noise,1
honestly Forget maybe - give me your number and make it a certainty haha,1
well Saw your post... couldn't scroll past without telling you how hot you look,1
"Honestly, Great presentation",0
"so Oh, Can I buy you a drink? maybe",0
"So, Nice weather today",0
Running late? Time stops when I look at you anyway,1
"Um, Last call noted",0
You're welcome... though I was just stating the obvious,1
"okay Hey, That looks good on you",0
You're perfect,0
alright Running late? noted,0
"well So busy! Lucky for me, all roads led to meeting you",1
I hunger to devour every part of you,1
"so Hey, What size are you? noted",0
Study? I want to study every inch of your body,1
"So busy! Lucky for me, all roads led to meeting you",1
"so So, You're funny alright",0
"What brings you here? Fate, I'm hoping tonight",1
Need help? I'd be honored to assist someone so dedicated,1
alright You're so smart,0
okay Great presentation... you're incredibly impressive,1
I learned,0
Saw your post,0
"Actually, Nice weather today",0
Great song for making out to... just saying you know,1
okay What are you drinking? I need to know what gives someone that much confidence and charm,1
"What's up? My interest in you, that's for sure",1
"Oh, Busy gym today",0
"Oh, Nice pic",0
"Nice place, but the company is what makes it perfect",1
okay Good music! Want to dance? I know this isn't a club but I'm flexible,1
"So, Good morning alright",0
okay Maybe I'll see you around,0
honestly I know how to make you smile... want me to prove it?,1
Long day? Let me take you out and make it worth it tonight,1
"So, Thank you I guess",0
well What are you up to? Hopefully nothing that would prevent a conversation,1
honestly Last call... but I hope this isn't the last time I see you,1
I need.,0
well It was beautiful meeting you.,0
alright Of course maybe,0
honestly What's up? Besides my heart rate since I saw you,1
"so Actually, How do you know the host?",0
Shaking? I'll give you something to really tremble about,1
"Oh, Want to share? alright",0
hmm I know how to make you feel things you've never felt before haha,1
Dream come true alright,0
wow Love this song... it's perfect for making out to,1
Great atmosphere,0
hey Good thing the night is young... just like us haha,1
Great location I guess,0
"okay Um, This music is loud",0
"That book looks interesting, but I'd rather read you... over dinner perhaps?",1
Interesting noted,0
"Well, Do you come here often? I guess",0
Working late? At least the scenery around here is beautiful,1
Time flies when you're having this much fun,1
"Actually, Good morning",0
honestly Of course not... you're incredibly insightful,1
"Well, Dance with me?",0
"Oh, That looks good on you I guess",0
"hmm So, This place is nice",0
"Excuse me, is your name Google? Because you're everything I've been searching for",1
"Oh, Can you spot me?",0
"well Oh, Crowded in here.",0
"hey Need help? Sure, but I think you've already lifted my spirits",1
Hot day... you're making it even hotter,1
"Oh, This music is loud",0
"hmm So, Nice form maybe",0
"Hey, Random question",0
"hmm Hey, Haven't seen you in a while",0
Seriously?,0
"Share? Sure, you can share your number with me tonight",1
"okay Honestly, I love this song alright",0
What are you up to? noted,0
Too kind? I haven't even started yet,1
You smell good,0
Great! You know what else is great? Your smile,1
well Great show... though you're more entertaining than the band,1
well Long day? You still manage to look amazing though you know,1
"So, First time here?",0
well You smell good,0
okay Have you tried this? Because I'd like to try asking you out,1
hmm Great show... want to give me a private performance?,1
Headache? I wish I could make it better... you deserve to feel amazing,1
"okay Honestly, Good music today",0
"Oh, Haven't seen you in a while maybe",0
wow Great presentation... you're incredibly impressive you know,1
wow Great party... want to start our own? you know,1
wow Small world... there's something magical about you,1
"well Nice weather, right? Or did you just bring the sunshine with you? you know",1
Great music! Almost as good as the view from where I'm standing,1
honestly Tell me more! You're fascinating and I'm completely hooked,1
"so Oh, What's your routine?",0
"well Honestly, You're funny.",0
"alright Um, Have you tried this before?",0
okay Your stop? How about my bedroom instead?,1
well Have you tried dating me? I highly recommend it,1
okay Perfect timing maybe,0
Come with me... you light up any room tonight,1
"okay Hey, Love this post alright",0
"well Where are you from? Somewhere beautiful, I'm guessing",1
well Saw your post... couldn't scroll past without telling you how hot you look you know,1
"hey How's it going? Well, my heart's racing, so pretty good",1
"Honestly, This place is packed",0
so Forever noted,0
hmm Not as sweet as you... or that smile haha,1
wow Thinking of you... and what I'd do if you were here,1
"alright Honestly, What's good here? noted",0
Great party... want to start our own? tonight,1
hey What's new? The fact that I can't stop staring at you,1
Do you know anyone here? I guess,0
"Um, They make the best coffee here",0
"well Actually, Running late?",0
"First time here? Perfect, I'll be your tour guide... and hopefully more",1
well Daydreaming? Let's make those daydreams come true haha,1
You smell wonderful... like heaven and happiness combined haha,1
I'm sure... sure that I want you right now tonight,1
Miss you... especially your body against mine you know,1
wow Good night! I'll be dreaming of that beautiful smile you know,1
Random question: are you always this distractingly beautiful? tonight,1
well Come closer... let's skip the games,1
"alright So, Long line today maybe",0
Miss you... especially your body against mine,1
wow Nice pic! Warning: may cause uncontrollable smiling,1
well I can't,0
"okay Honestly, Can I get you anything?",0
What are you up to? Hopefully nothing that would prevent a conversation you know,1
What's your story?,0
well I should go... unless you give me a really good reason to stay,1
"alright Honestly, They make the best coffee here",0
What size? I'm more interested in what you're wearing underneath you know,1
"alright Oh, Hey",0
"Um, Coffee break?",0
"Well, Nice weather today.",0
so What a coincidence,0
honestly Every day... what do you say we continue this privately?,1
wow Definitely... I could listen to you talk for hours you know,1
"Honestly, What's your routine?",0
hey Thinking of you... and what I'd do if you were here tonight,1
hmm Nice moves on the dance floor... you're incredibly graceful,1
hmm Your bad? I'll show you what good really looks like,1
"alright So, Great presentation",0
Why not noted,0
Nice tan! Did you get that from being this hot?,1
Need help? I'd be honored to assist someone so dedicated you know,1
well I love your laugh... so let's make this happen,1
Can you spot me? I promise to return the favor... maybe over drinks later?,1
hey Haven't seen you in ages... I forgot how stunning you are,1
Hot? You're absolutely glowing... it's beautiful,1
